"id","post","lang","age_group"
2752,저급한 임종득입니다.,kr,1
2756,까불다가 누구 믿고. 저러나?,kr,1
2757,"정신나간 사람은 임종득이네!!
똑소리 나게 말 잘하는 용해인 의원님
멋지십니다!!
영원히 국회에서 퇴출 되면 좋겠당!!!!!!!",kr,1
2758,용혜인이 짱이다,kr,1
2759,"임종득 인상은
과학이다 하는짓도
생긴데로",kr,1
2760,"용혜인 화이팅
잘한다!!!",kr,1
2761,용혜인의원 화이팅~~국짐당은저런인간들밖에없는건희?,kr,1
2762,임종득...저런 양반이.. 국회의원이라니.. 국힘은 부끄러운줄 알아라..,kr,1
2763,나이가 자기보다 어려도 사과할건 해야지 국민의 대표로 그 자리에 있는거다 임종득 정신차려,kr,1
2767,"임종득 나이값좀 하세요!
어리다고 말함부로 하지 마세요
용해인 의원님 똑 부러짐니다~
응원합니다~",kr,1
2770,화이팅~!!! 용혜인 의원님 응원합니다 ❤️💕,kr,1
2772,저런게 의원 종득아 제명이다 국짐당 해체,kr,1
2774,임종득진짜 말 함부로 막말 어떻게 저런사람이 의원이 되었을까 내원참,kr,1
2775,내 소원 중 하나가 국힘 저얼굴들 안보는거,kr,1
2778,"용혜인 사과받아요
화이띵",kr,1
2782,임종득이 정신나갔구먼~~,kr,1
2784,"퇴출 하세요
모욕이 맞습니다
국힘당 정신 차려라",kr,1
2786,용혜인 화이팅,kr,1
2787,용장군 홰이팅,kr,1
2788,국힘은죄다 왜저따구냐,kr,1
2790,임종득이가 정신나간거 아냐?,kr,1
2796,용혜인님 대박 잘해요~ 국힘 다 퇴출이야! 임종득 할배야,kr,1
2799,용헤인인지 이상하다.,kr,1
2800,용혜인의원 화이팅!!!,kr,1
2802,임종득이 용혜인 건들면 안돼 나이도 드실만큼 드신분이 말을 그래뿐이 못하나,kr,1
2805,저와 다르게 이런상황에도 용감하게 할말 하시는 용혜인 의원님 너무 존경스럽고 본받고 싶습니다!!,kr,1
2807,국짐은 인간이하들 집합소,kr,1
2808,화이팅~!!! 용혜인 의원님 응원합니다 ❤️💕,kr,1
2810,국힘 저러는거 짤만들면 매드무비 100편은 나오겠다 ㅋㅋㅋ국힘은 왜 항상 저러냐ㅋㅋㅋ,kr,1
2817,국짐당은 정상인이 없네,kr,1
2819,민폐당 국짐!! 국회의원이라는것들이 저모양이니. 저런것들한테 지급되는 세금이 아깝다!!,kr,1
2820,임종득이 나이먹어 말을 똑바로해야 젊은사람에게 창피를안받지 잘~알 당했다.,kr,1
2821,용혜인 위원님 진짜 너무 사이다고 너무 제스타일임 잘하고 계십니다,kr,1
2823,나이값도 못하네 이런사람이 어떻게. 국회의원이 됫을까😡😡😡,kr,1
2824,기본소득당 자체가 반국가세력이여,kr,1
2830,어린것이 권력을 갖으면 나타나는 현상이라고 생각되네요... 솔직하게 용해인이 재정신이겠습니까?,kr,1
2831,보면 볼수록 처참하네🥵국민의힘 왜이렇지?좀 참됀인간 없나???,kr,1
2832,ㅋㅋ 사과 못합니다 😆 의원직 내려나라 기본이 안됐구먼,kr,1
2833,임종득씨 카메라 돌아가니 저정도지 없엇음 욕도 할 양반이내,kr,1
2838,"용의원님 저란자한테는같이막말해버려요
나이더먹은넘이손해져",kr,1
2839,국민의힘는 정말 답이 없는 인간도 아니것들이네,kr,1
2840,"국힘의 의원들은 제정신이 아는듯요.
한심하고 눈에 보이는 것이 없나 봅니다.
없어져야 할 당입니다.
국민을 위해서,
나라를 위해서.",kr,1
2841,용혜인은 좀 적당히해라 염색이나할거지,kr,1
2846,화이팅!,kr,1
2848,건방지니까 그런말이 나오지,kr,1
2849,"국회의원중 최고 이신듯..
세금 안아까운 국회의원중
1Top ~no1. 화이팅",kr,1
2850,속이 뻥뻥,kr,1
2851,"임종득이는 자격미달이고
세비아까운 국의원이야",kr,1
2852,국회.개판이네.개판.장난들마니치고잇네,kr,1
2853,"비례대표는 1번이상 금지시켜라.
비례대표는 무임승차 아니냐?",kr,1
2854,"비례대표는 폐지하라
그냥 준 거 거져 받는 비례대표",kr,1
2862,원래 국짐당사람들은 매너가 없어요 이준석 대표할때도 준석아 라고 부른사람들입니다 용해인의원이 여자고 어리다고 함부로 한짓이다,kr,1
2864,용혜인의원한분이국짐당108명보다 잘한다~~~화이팅!,kr,1
2865,용해인 의원님. 화이팅,kr,1
2866,용혜인한테 정신나갔다는 소리를 하다니 자신감이 대단한데,kr,1
2867,임종득이는 채상병 관련 반드시 수사받고 죄값 치뤄야할 사람중 하나임,kr,1
2868,종득이 정신 나갔네😡😡😡😡😬😬😬,kr,1
2873,임종득이는 왜? 모든 사람과 적대를 하고 있지? 자격미달?,kr,1
2874,기본소득 저거 국민들세금이자너 당으로 만들었다고 당당하게 ㅋㅋㅋ 사건 터지면 국민들 위하는척,kr,1
2875,할말이있고 안할말지있지..😞,kr,1
2876,"나이가 많은게 왕인건지.. 아님 할배정신인건지
정치도 이제 젊게 가야지 너무 어르신들이 정치한다.. 마인드가 너무 늙어 ㅜ",kr,1
2877,"임종득 퇴출 말짱 꼬셔요,,아무리 나이어린 의원님 이라해도 막말하고 막나가는 임종득 다시 공부하세요",kr,1
2880,용혜인의원님 좋습니다. 국힘들 죄다 왜저리무식한건지,kr,1
2882,똑순이 용혜인 의원님 응원합니다,kr,1
2885,"임종득 얼빠진 작자 입니다
국힘당 의원들 탄핵 인용되면 저자들도
내란옹호로 수사해야 합니다",kr,1
2886,용혜인의원님 멋지십니다 화이팅입니다,kr,1
2887,북한 공산당이네 용씨,kr,1
2888,저런사람에게표를준우리스스로를탓해야~~,kr,1
2889,화이팅,kr,1
2892,임종득 같은 사람들이 있으니까 나라가 망하는거임,kr,1
2896,퇴출이죵~~~,kr,1
2898,임종득 저거는 툭하면 막말이야,kr,1
2899,용혜인 잘한다 응원함니다 힘내세요 화이팅! 국힘절대로 표주지마세요.,kr,1
2900,용혜인은 그냥👍🏻👍🏻,kr,1
2901,제발 용혜인의원님이 대통령 해주셨으면 좋겠다,kr,1
2904,"여기 용해인님 비하하는 댓글 알바들 많으신듯
댓글 하나당 얼마에요? 살림살이 나아지셨어요?",kr,1
2907,이분이 대통령하면망합니다,kr,1
2909,대통령감이야. 썩열이보다 1000배는 잘해,kr,1
2910,임종득 왜 그러니? 국짐당은 왜그래 말하는것도 도에 어긋나고~~,kr,1
2913,추잡당 행실이 그런거 뭐,kr,1
2914,"임종득 자것도 국회의원이라고~~
저딴게 대구 경북 아니면 동네반장도 못했다",kr,1
2916,용혜인 위원님 화이팅!!!,kr,1
2917,어린이놀이터네,kr,1
2919,용혜인 국회의원같은 사람이 있으니깐 다행이지 없으면 우리나라 망함,kr,1
2920,이분이 있어서 대한미국이 살아 있다...,kr,1
2921,임종득 관상은 과학이네,kr,1
2923,"의원님 화아팅하새요
의원님 으로인해 이 나라가 삶 니다",kr,1
2924,요즘나라보면내가먼저정신나가고싶네요윤석열이가정신나가니모두들미처가는구나,kr,1
2926,저 여자는 평생 싸우고 소리지르며 살았을 듯,kr,1
2927,용혜인위원님 파이팅 🥰,kr,1
2929,용혜인님 화이팅!!!,kr,1
2931,저리 꽥꽥 고함 질러도 되나? 임종득의원님 화이팅하세요🥰🥰,kr,1
2932,소리지르는것도모욕이다.,kr,1
2933,그냥 국회의원 전체 물갈이 했으먄,kr,1
2935,용혜인 의원 응원합니다. 똑똑하고 강단있고 매우 합리적이다 . 대통령 선거 나와서 대통령 되엇으면 합니다..,kr,1
2936,"이나라는. 비례따워. 왜뽑는건지
세금 아깝다 국 개의원들",kr,1
2938,용혜인 의원님 속이시원합니다 화이팅♡♡♡,kr,1
2939,종득이가 정신나간거,kr,1
2941,그냥 국회의원 전체 물갈이 했으먄,kr,1
2942,용혜인 의원님 속이시원합니다 화이팅♡♡♡,kr,1
2944,저리 꽥꽥 고함 질러도 되나? 임종득의원님 화이팅하세요🥰🥰,kr,1
2945,용혜인님 화이팅!!!,kr,1
2947,소리지르는것도모욕이다.,kr,1
2949,"나갔으먼 들어오먼되지..
그 머시라꼬",kr,1
2958,이런것들이 국세를 축내는데 우리국민들은 정말순하시다.,kr,1
2959,화이팅!,kr,1
2960,"내란당은 하나같이 너덜너덜이네요
🐦 🦆 🦅 🕊 🦃",kr,1
2961,그 누구냐.뭐만하면 사퇴하세요~그분보단 용의원 머찜!!,kr,1
2966,정신이 나갔다고 하는거는 진짜 에바지,kr,1
2967,여러분 소리지른다고 멋진거 아닙니다 소리 지르면서 정치한다고 잘하는거 아닙니다 대단한거 아닙니다 소리지른다고 멋져보이고 똑똑하고 정치 잘하는거 아닙니다 소리 않질러도 정치 잘됩니다 소리를 치는것이 아닌 국민들의 말소리에 귀 귀울이고 조용히 묵묵히 국민들 위해 일하며 정치를 보고 또 보며 뒤돌아 보면서 뭐가 진짜 질못된것인지 잘된것인지를 판단하는것이 중요함,kr,1
2968,똑순이 용혜인 👍 👍 👍 👍 👍 👍,kr,1
2969,임종득. 당신이 정신 나갓구만~~~,kr,1
2973,국민의짐당은 어찌전부가저러나~,kr,1
2975,"용혜인 의원님 화이팅입니다
당당하신 모습 너무 보기 좋습니다
늘 그렇게 당당하게 활동해 주시고
이번실로 넘 속상해하지 마세요",kr,1
2976,내란당. 하나같이 참 부끄러워,kr,1
2977,우리 龍의원님 함부로 건들지 마라...그나마 몇개 남은 머리털 온전히 보존할거면...😡😡😡😡😡,kr,1
2978,근데 진짜 몇살임 짐작이 안감,kr,1
2979,"민주당 답다
앞으로 민주당은 절대 안찍는다
저 건방진거 국민들이 다 보고있다",kr,1
2983,임종득위원님 화이팅입니다 👍,kr,1
2984,얼마나 그랬으면 소리를 고래고래 지르겠습니까? 얼마나 상스러운소릴 (어리다고/여자라고) 그러했으면 저렇게 하겠습니까요 용혜인님 응원합니다~,kr,1
2988,종득이 언제 철 들래?,kr,1
2991,용혜인의원 화이팅~~,kr,1
2992,"용혜인 의원 화이팅하세요!
화이팅 !",kr,1
2993,고함 지르는건 예의 없는것 같긴하네요.. 물론 사과는 해야하지만 차분히 이야기하면 될 상황인데 감정을 조절 하시는게 나을 것 같네요..,kr,1
2995,"임종득
저따위가국회의윈이랍니다
ㅋㅋ",kr,1
2996,"난용혜인보면 밥맛이 떨어진다
그래서고맙다 돈안들이고 다이어트한다",kr,1
3002,"내 딸이 저리 할말은 하고 살길!!
국회의원 중 제대로 일하는 일인!!",kr,1
3003,역시 내란의힘 인간들은 정말 답이없다,kr,1
3004,용혜인님 힘내세요ㅜㅜ 스트레스가 이만저만이 아니겠네요,kr,1
3008,용혜인의원님 화이팅!,kr,1
3009,비례대표라도 저런 열정이 있어야죠.여자라고 어리다고 현직 국회의원에게 선 넘으면 안되죠,kr,1
3010,임종득 이 얼마 잇음 저새상 가겟내 내생각에 😇😇😇😇,kr,1
3013,국회에서도 저런데 밖에서는 얼마나 소리지르고 다닐까,kr,1
3015,울 동네 저런 행동.말 아저씨 저런분을 국회로 보낸 지역은 어디에요.,kr,1
3016,소리지르시는거 개사이다누,kr,1
3017,목소리 너무 좋다 캬 사이다,kr,1
3020,명색이 동방예의지국인대 아무리 국회의원이라도 젊은애가 너무하네,kr,1
3021,아니 이분 왜 대통령 안나가시는거지..?,kr,1
3022,뒤에 아저씨 웃참 하는거 같은데,kr,1
3024,혜인아 정말 멋지다 국민을 대표는 이래야지. 계속 초심잃지 말구 최선을 다해주렴👍,kr,1
3026,소리좀지르지말고 이야기하자,kr,1
3030,나이가 어리다고 무시하면 안된다,kr,1
3032,저것도 고함지르는것부터 배웠네 .,kr,1
3033,"아!~ 진짜 제발 제대로 된 나라에서 살고 싶습니다!
국회의원든지. 대통령이든 인성이 된 사람좀 뽑아 좀 편하게. 살아봅시다. 제발!~~~~",kr,1
3035,"국짐이 불리하니 시간공작하려고
작전 핀거가?
아님 치매할배 연기 하는거가?
임종득이 나이 값 좀 해라 !",kr,1
3036,고함지르는건 좀그런데..,kr,1
3037,용혜이 목소리 크면 이기는 게 국격인가,kr,1
3039,고함지르는건 좀그런데..,kr,1
3040,머리 나이따지는 에들은 모야,kr,1
3041,용혜이 목소리 크면 이기는 게 국격인가,kr,1
3042,용씨는 브모한테도 저럴거 같네.,kr,1
3043,용혜인 나이도 어린데 앞머리는 왜 하얗게 염색까지하고 소리지르고 왜저러지?,kr,1
3044,다들 지들은 얼마나 대단하길래 저 여자를 욕함,kr,1
3047,임종득 저런게 어떻게 국회의원이됐지!,kr,1
3048,정우성이냐 뭘 계속 사과하래,kr,1
3050,영감쟁이도 잘못했ㄴㅔ 😂😂😂,kr,1
3052,임종득이. 입이. 돌았그만,kr,1
3053,퇴출이 답이다,kr,1
3054,정신 나갔냐 라고 말 한 사람한테 건방지게 대하지… 굳이 가만히 있는 사람한테까지 건방지고 말투 예의없게 하는건 아닌듯,kr,1
3062,쟤는 국회의원이니?,kr,1
3063,비래대표가 국회의원이여? 휴~~~,kr,1
3064,국민의힘은 의원들이 저모양이니 정치가 바로잡겠나요?,kr,1
3065,초딩들이 회의 더 잘하겠네,kr,1
3067,개인적인 생각으로 용혜인님 진짜 바른분이신것 같음.. 정신 나갔나라는 말을 듣고도 앉아서 호통치시는게 멋진 분이신거 같음..,kr,1
3069,윤석열 때문에 이게 뭔 일이야,kr,1
3070,"용혜인 의원님! 저 용혜인 의원님이 진짜 멋져요. 저도 용혜인 의원님처럼 속 시원하게 사이다를 하고 싶지만, 그 용기가 안 났어요..그래도 이거를 보면서 진짜 속이 시원하고 사이다라고 생각합니다. 댓글에 다른 사람들이 뭐라 하셨고 신경 쓰지 마시고 좋은 댓글들만 보면서 계속 의원님의 일로 해주세요. 그리고 솔직히 용혜인 의원님이 대통령을 생각합니다!",kr,1
3072,뜬금 없지만 저기 나오는 마이크 뭔가요?,kr,1
3074,소리 좀 지르지마 국회의원이면 다냐,kr,1
3076,국회의원 금쪽이^^,kr,1
3079,"저런게 국회의원이라니
한심합니다",kr,1
3081,왜 다들 용혜인의원님 싫어하심? 개 좋기만 하는데 이해안감 대통령감임 막말 하지마셈 알지도 못하면서,kr,1
3083,어떻게 저런 게 의원이 됬는지 세금이 아깝다 아까위 용해인 제발 안봤으면 좋겠네요~,kr,1
3085,용해인잘한다! 킅까지힘내세요~~~ 화이팅!!!,kr,1
3086,임종득이나 강선영은 선을 넘네??나이먹은게 무슨 유세야????미친..😡😡😡😡,kr,1
3090,용해인잘한다! 킅까지힘내세요~~~ 화이팅!!!,kr,1
3092,댓글들이 ㅋㅋㅋㅋㅋㅋ,kr,1
3093,정치도 모르는 잼민이들 조용히 보고있기만 해요,kr,1
3094,진짜 저런 작자가 국회의원이라니!!!😳😳😳,kr,1
3098,임종이 멀지 않았네,kr,1
3103,누가 저런 자리에서 정신 나갔냐라는 표현을 쓰냐..,kr,1
3104,"세상참ㆍ가관이다ㆍ
대한민국이 어쩌다가ㆍ",kr,1
3105,"관상은 과학이다 정권 잡으면 반드시
채해병 사건 철저히 수사하고 죄값을 물어야 합니다",kr,1
3106,나이든 사람은 해도되고 젊은사람은 하면 안되나?,kr,1
3107,"나이 어린 정치 선배다. 나이 대접은 받고 싶고, 선배 대접은 하기 싫지.",kr,1
3109,국힘당 한마디로 정신못차리는 당이네,kr,1
3111,난절은사람이참똑똑하고야무지네요 어리다고 말 함부로하지 마세요,kr,1
3112,용혜인 의원님 힘내시길 바랍니다 사람보고 정신이 나갔나라고 하는건 정말 화날수 있는일이죠,kr,1
3113,하나같이 한결같다!!!국짐은~,kr,1
3116,"임종득 이사람이 말을 함부로 잘 하더라구요
임종득 퇴출 나이값좀 허지",kr,1
3119,사과 할 마음 없으면 퇴출합니다. 사이다,kr,1
3120,용혜인 의원님 화이팅!,kr,1
3121,왜 다들 용혜인의원님 싫어하심? 개 좋기만 하는데 이해안감 대통령감임 막말 하지마셈 알지도 못하면서,kr,1
3125,이따위가 의운,kr,1
3128,임종득 저런사람 누가 뽑았어 기본도 없는 사람을,kr,1
3130,"같지않습니다.
기본도 안되는 사람이 국회의원이라니
4년짜리가 겁도 없습니다.
퇴출이 아니라 일본으로 가라.",kr,1
3134,속이 시원한네,kr,1
3135,무슨 국회가 시장판처럼 싸우는지?요즘 시장판 사람들도 저리 싸우지 않아요,kr,1
3139,"굿짐당은 이게
정상입니다 ㅋㅋㅋ",kr,1
3142,용혜인화이팅,kr,1
3144,용혜인의원 속이 뻥~~뚤리네 민주당 정말 똑똑한 인재들 많네~화이팅!!!,kr,1
3146,"국민의힘 의원들은 인격이나 정서적으로 분명히 하자가 있는 사람들이라 현 정부가 이모양 이꼴됐습니다
국민들이라도 정신 차려야 합니다",kr,1
3147,정치인이고 뭐고를 떠나서 저렇게 당당한게 좋은것 같다,kr,1
3149,용혜인 의원님 앞으로도 쭉 그렇게 당당하게 정치해 주세요 항상 응원합니다.,kr,1
3151,저급한 임종득입니다.,kr,1
3152,멋지다 용의원님 항상 화이팅 하십시요.,kr,1
3157,이번엔 임종득이 잘못한듯,kr,1
3158,나도 저러면 소리질르것같은데..,kr,1
3159,옛 말이 하나도 틀린게 없다 집구석에 계집이 떠들면은 그 집구석은 망하는 거야,kr,1
3161,용혜인 의원이 대통령 하시면 저도 한표,kr,1
3163,아이고 고생하셨어요 용혜인 의원 우리나라의 질서를 무너뜨리는 반동분자들을 척결 해주세요!,kr,1
3167,멋지십니다! 화이팅,kr,1
3169,용혜인의원님이 대통령이 되면 공산당이 되긴하지만 윤석열같은 계엄쟁이보단 대통령되는게 좋을거같아요,kr,1
3170,용혜인님 꼭 대통령이 되었으면 좋겠습니다💕,kr,1
3176,용혜인 화이팅,kr,1
3178,용해인 화이팅입니다 응원합니다,kr,1
3185,용혜인 화이팅,kr,1
3186,세월호 선동해서 성공해서 어린나이에 민주당국회의원,kr,1
3188,"※🔥메시아께서오십니다,지구의시간이 끝났습니다.하나님을두려워하라.곧,7년 대환난이옵니다.빨리회개하고 죄와악을 완전히 떠나고 선한양심과 의로움과 거룩함으로 거듭나서 천국으로 들어가십시요...유튜브,트위터,(엘리야의외침)검색.time is over.Jesus is coming.youtube search ''Repent & Prepare the way''",kr,1
3189,나이도 어린것이 공항가서 국회의원이라고 특별대우 요구한것이 정신안나갔냐,kr,1
3192,"나라에 정말 필요한 분 판별 못하고..
이상한 댓글 다는 사람들은 관종이라 그런거 겠죠? 진심아닌 처벌 받지 않는 촉법 잼민이겠죠
제발 사회부적응자 티내지말고 법으로 익명 없어졌으면 좋겠네요",kr,1
3193,"임종득 참 가지가지한다
인상은 과학이라하던데..
참 불쌍타
지역구가 어딘가요?
어찌 저런자가 국회의원이라니..
똥고집 극우옹호 내란죄찬성
당신은 정치권에서 다시뽈을 안보게될껴",kr,1
3194,"노인을위한나라는없다.
대한민국에만 존재한다.
존경받을짓을못하는 저런인간들때문에",kr,1
3195,아니 그냥 궁금해서 물어보는건데 댓글 상태가 저 사람이 대통령이 됐으면 좋겠다고 하는 사람이랑 저 사람 싫다는 사람이 나뉘고 있는데 누구 말이 맞는거임?,kr,1
3197,그니까여사과하세요,kr,1
3198,"임종득 정신나간인간이네
저것도 임종이 가깝네..
쓰레기들 치워버리세요",kr,1
3200,당당하게 말씀하시는 모습이 너무 좋아요!!,kr,1
3203,하찮은것이 감히,kr,1
3205,종득이 칠득이🤣,kr,1
3206,임종득이 니가 정신이 나갔네 쌍판은 심술이 덕지덕지 붙었네,kr,1
3208,용혜인님 힘내세요ㅜㅜ 스트레스가 이만저만이 아니겠네요,kr,1
3210,하나같이 한결같다!!!국짐은~,kr,1
3212,저런사람들이 정치한다고 앉아있는것 보니…,kr,1
3213,예전에 한나라당이 해산시켜버린 당이있었지... 국힘은 그때를 생각하고 알아서 사라져라~,kr,1
3216,"임종득 사과해!! 미친놈이냐 라고하면 좋겠냐?
어디라고 그런말해!!!",kr,1
3222,노인네 막가는 막가파네.저런사람이 국회의원 자격이 있냐.,kr,1
3223,맞는말이구만ㅋㅋㅋㄱㅋ,kr,1
3225,소름 이상민 웃고있어 ㅋㅋㅋ,kr,1
3227,종득이 머리도 나가고 정신도 나가고ㅋㅋ,kr,1
3229,저런 기본인성도 안된놈..퇴출해라,kr,1
3230,"굿짐당은 이게
정상입니다 ㅋㅋㅋ",kr,1
3231,종득아 나이를 어디로 먹었냐 ㅋㅋㅋ 쩍 팔려서 어쩌냐,kr,1
3232,가시네가 저렇게 똑하넹,kr,1
3237,할말이있고 안할말지있지..😞,kr,1
3245,화이팅😏,kr,1
3246,용 의원님 화이팅~!!! 저런 무례한 의원들에게는 예의따윈 보일 필요가 없습니다.,kr,1
3250,용혜인님이 대통령 되셔야 하는데...,kr,1
3253,하..빼액빼액 아지메 제발 집가서 밥이나 하소,kr,1
3254,용혜인 의원님 화이팅!!,kr,1
3258,용혜인님 저희 대한민국을 위해 이렇게 나셔주셔서 감사합니다ㅎ,kr,1
3259,임종득 의원이 정신이 나갔네 용혜인 의원님 화이팅 멋지십니다🥰🥰🥰,kr,1
3260,진짜 화이팅하세요..!!,kr,1
3265,용혜인 잘한다 화이팅,kr,1
3266,임종득이 정신나갔네.,kr,1
3267,용혜임 의원 정말 말씀 속시원하게 잘하시내요. 대통령 하시도. 손색이 없겠어요. 응원함니다,kr,1
3268,화이팅~!!! 용혜인 의원님 응원합니다 ❤️💕,kr,1
3275,용혜인님이 제일 정직하고 믿음직함👍,kr,1
3277,역시똑똑한여자.오늘부터팬이됐습니다.의원님🥰,kr,1
3279,여긴 대체로 빨간색이네😁,kr,1
3280,용혜인 파이팅,kr,1
3282,할거면 용혜인의원이 진짜ㄹㅈㄷ임 대통령 해야됌,kr,1
3283,그니깐 국회도 정신나간국회들찾아서 물관리해야해요!! 공무원들도 다 바꿔야해요^^!,kr,1
3290,똑순이^^,kr,1
3292,"잘못했으면 사과를해야지~~ 여자가 더능력이있으면 대통령도할수있고
검찰총장도할수있다",kr,1
3293,나도 혜인이 테크트리나 탈까?,kr,1
3301,퇴출이 답이네 ㅡㅡ,kr,1
3302,용혜인 의원님이 젤 정상임ㄹㅇ,kr,1
3304,용해인 화이팅,kr,1
3305,종득이 정신 나간놈 이라 그래,kr,1
3307,임종득?깜도 아닌게 국회의원이라니 개가 웃는다,kr,1
3316,용혜인 의원이 대통령을 해야함...;;;;,kr,1
3317,임종득이 정신나갔네.,kr,1
3318,당이다,kr,1
3328,용혜인 의원님 화이팅~🥰,kr,1
3331,용혜인 의원이 대통령을 해야함...;;;;,kr,1
3333,용혜인이 짱이다,kr,1
3334,국짐은 용혜인 반만이라도 일좀해라ㅋㅋ,kr,1
3338,ㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋ 사이다내 퇴출,kr,1
3339,국짐은 용혜인 반만이라도 일좀해라ㅋㅋ,kr,1
3341,용혜인 의원이 대통령을 해야함...;;;;,kr,1
3342,용혜인 의원이 대통령을 해야함...;;;;,kr,1
3343,용혜인 의원이 대통령을 해야함...;;;;,kr,1
3352,용혜인 의원 화이팅 🥰🥰🥰🥰🥰🥰🥰,kr,1
3354,쫀득이 😁,kr,1
3356,용혜인 화이팅,kr,1
3360,저급한 임종득입니다.,kr,1
3361,용혜인 나오는 곳마다 왜이리 다 시끄러운 일만 있는거야,kr,1
3369,"그렇케 말했어요!
다들었엉",kr,1
3372,"용혜인
화이팅!",kr,1
3373,건너편에 장관 웃고 있네요.. 기가 막히는 일이네요..,kr,1
3383,아이고 ~~~~~~~~~~🥺🥺🥺🥺🥺조용히,kr,1
3387,임종득 무식한 것. 저런게 국짐의 국회의원 수준. 이정도면 국짐은 쓰레기 하치장😳😳😳,kr,1
3395,이해를 할수가 없다..이 정치..,kr,1
3397,용혜인님이 미래에대통령으로 🥰🥰,kr,1
3398,저거 빽빽대는거 너무시름 예의는 밥말어처먹었나,kr,1
3404,"저 늙은 꼰대의원들!
젊은 목소리 들을 줄 알아라.
사과 할 줄 모르면서 비난은 왜하나?
상식과 경우는 지킬 줄 알면서 늙어갑시다!",kr,1
3406,용혜 너는 북한같으면 사형가이다 나라망치지말고 국회 뺏지 띠라 극민의 명령이다 민주당들은 더심한 소리들하더구먼 민주당 의원들은 향상보면 갑질하더라 임헤원 너도 부정선거로 국회원 됀거 아니야 너 같은거 누가 국회원 뽑아줄까,kr,1
3410,임종득이 채상병특검때보자,kr,1
3411,"🐕국짐내란범죄자당이 발악을 하는구나.
🐕🐀임종득",kr,1
3413,혹시 용혜인의원님이 어떤 잘못을 하셨길래 악플리 달리시는 건가요?,kr,1
3414,ㅋㅋㅋ 진짜 저런사람이 의원..ㅋㅋㅋ 그것도 능력도 안되서 비례대표 대서 저렇게 국회를 망치다니,kr,1
3416,더불어 판이네,kr,1
3418,"용씨는 소리좀 그만 질러라.
무식하고 경박하다",kr,1
3419,"저런쓰레기를 국회의원이라고
개가더났겠다.",kr,1
3420,"사과를 왜해 어린것이 어디 소리빽빽지르니 정신나갔다하지
저거봐 사과 안했다고 퇴출 미친",kr,1
3427,"국회 질의하는것 보면 아주 저질적이고
동네 아줌마들 싸움수준
잘난척 지말만 하고 대가리에 똥만 꽉 차있고 입에선 구린네가 아주 심함",kr,1
3428,쫑득이 10새,kr,1
