url,text,Bracket,language,proximal,medial,distal
https://bsky.app/profile/susujinkou.bsky.social/post/3llgbdjvwws22,"先ほど、山田太郎先生とオンラインでお話させて頂きました。
内容は『作家狙い撃ちLoRAは違法でも実際に訴えるのは難しい』という件についてです。

僕の例では不十分なので、既に裁判をされているイラストレーターのやすゆき先生から意見書を預かり、そちらもお話の後に受け取って頂きました。

山田先生は、被害を受けた側の実情を親身に聞いてくださった上で、双方これからどうしていくべきか、山田先生たちがどう動いているかなどを話してくださいました。
規制を訴えている方にとっては不十分に感じられる部分もあると思いますが、（続く）
x.com/susujinkou/s...",0,jp,1,0,0
https://bsky.app/profile/seihasumi.bsky.social/post/3lldsx5o6bk2b,"こんなことで喜んでたら、本当に二次創作全部アウトになるぞ。
自分たちで表現の自由制限してることに何で気付かないんだろうね。
原作者の方たちが厚意でグレーにしてくれたのに。
フェアユースでないという判決だって出てるのだから。

これは非実在青少年の成人向け作品もそうだよ。モデルに実在児童の性的虐待画像が入ってるから。それを「使っていない」とは「証明できない」のだからな、現時点では。

日本の知財で遊ばれてるんだよ、喜んでる場合じゃないんだよね。

なんてことしてくれたんだという思いだよ。
posfie.com/@OOEDO4/p/zS...",0,jp,1,1,0
https://bsky.app/profile/akatsuking926.bsky.social/post/3llfy7k6lh22b,"そうなんですけどねー、出した場所が良くなかったんだとw
一応図工の時間の廊下に飾る用の絵である意味「みんなが見る所に出すもの」だったからなんですよねw
これがただ、休み時間のお絵描き時間として描いていたなら別だったかもしれませんw😂",1,jp,1,0,0
https://bsky.app/profile/meat-bomb-live.bsky.social/post/3llfrfmixis2d,"わたくし、こういう機能についての問題点とか気をつけた方がいいこととか、リアルの知り合いが見れるところで発信はしてたんだけど、それ見て「知らなかった、もう使わない」って言ってた子は1人だったよ………🥲
1人いただけ良し、かな…",0,jp,0,1,0
https://bsky.app/profile/akatsuking926.bsky.social/post/3llfqicfanc2m,"ルックバックの主人公は別に描くのは大変だから好きじゃない。
でもそれ以上のものがあると思い続けて描き続けているんだというメッセージがあったと個人的には思います。

私も見ながら「なんで描いてるかな」って思ったんですが、去年はいろんな人に絵を頼まれて喜んでいただいていたんですよね。
グッズにしていただいたり、活動に使っていただいたり…私はそういう所に満足感を得ていたと思います。
それが出来るようになったのもつい最近だったのでとても刺さりました。",1,jp,0,2,0
https://bsky.app/profile/akatsuking926.bsky.social/post/3llfqddsd6k2m,"良かったです。小学生の頃から何かを作ったり描いたりする事で色々やり取りしていたなって言うのが思い浮かんで。
人によってはそんなにどうってことない出来事なところもあると思うんですよ絵を描いたり作ったりする事って。（オリカつくったり、バトエン作ったり）

でも、今でも描き続けている人にとってそれらはずっと経験として残っていて思い出でもあり今につながる道の一つでもあると思うのです。

いつの年代だろうと何か描きたいと思って始めた時何かを思って始めると思うんですが、やはり続けていくことの大事さが知れました。",1,jp,0,1,0
https://bsky.app/profile/akatsuking926.bsky.social/post/3llfpqvr4ws2m,"小学生の時にいろんな絵をまねして描いてて、絵が上手い子がいたらその子の絵に負けないって思って色々描いて。
中学の時には一緒になって絵を描いて交換日記してたり、秋葉原に足を延ばしてオタク文化にはまったり。
そんで今は絵を描いていて、なんで描いてるんだろうって思えた。
ルックバックの最後で意味が分かったよ私は…
AI絵師が見ろよ、ふざけんな。って気分だ。
これを通ってんだよ。こっちはよって思う。",1,jp,1,0,0
https://bsky.app/profile/akatsuking926.bsky.social/post/3llfkouxgns2g,"isuta.jp/category/iph...
これらね",1,jp,1,0,0
https://bsky.app/profile/fusen8.bsky.social/post/3lmauekwfec2m,"なんか今見ると衝動買いしそうで……！
本職の人は別として趣味の人はこれ趣味費として落としたくなるやつです😇",2,jp,1,0,0
https://bsky.app/profile/fusen8.bsky.social/post/3lmau4wqpbk2m,"いいなあああああああ！！！
生肉を切れるキッチンばさみ、量産型だと一番信頼性高いのがこれだと思ってます……！",2,jp,1,0,0
https://bsky.app/profile/fusen8.bsky.social/post/3lmatsresmc2m,なんかこれめちゃくちゃキレ味いいと聞くので、今使ってるニトリの激安キッチンばさみよりすごいはさみとか本格的に包丁要らんのでは……？って思ってる！,2,jp,1,0,0
https://bsky.app/profile/fusen8.bsky.social/post/3lmatm5ohcs2m,あぁーーーこれ！これ欲しい……最悪本帰国前に買うかもしれないですありがとうございますー！,2,jp,2,0,0
https://bsky.app/profile/fusen8.bsky.social/post/3lmaswcrud22m,貝印の話続けるんだけど、母がI型ピーラーユーザーだったのもあって所謂T型ピーラーが怖くて使えなくて指導も出来ないゴリラはこれをずっと使ってる（左の貝印SELECT100は自分用、左は家族用）,2,jp,1,0,0
https://bsky.app/profile/fusen8.bsky.social/post/3lmasccsqc225,この3本6€のIKEAのナイフセットのこの刃先が曲がってるレストランとかでよく使ってるナイフ、貝印系列であれば使いやすいし現物試さず買ってもいいと思ってるんだけど、日本でメジャーなラインじゃないせいが多分貝印になくてずーーーーーっとIKEAのこいつを研いで使ってんのよな。,2,jp,0,0,1
https://bsky.app/profile/fusen8.bsky.social/post/3lmarxlvqkc25,友達は一応飲食系の人、これは貝印のやつで～～なんか日本に行ったら大体どこでも買えるんだけど、悩んだら関東のでけーLOFTとか行っとき、日本に私がいるタイミングなら代わりに公式通販しとくわつっといた。,2,jp,1,0,0
https://bsky.app/profile/fusen8.bsky.social/post/3lmaru7q7yk25,なんだっけ、ドイツ人の人が日本だと要らん物に散財するけどドイツは～～～って言うのをさっき見た（遅い！！！）けど、日本とEUの同額で買える物見た？！ほんと？！貝印知ってる？！知らないよね？！貝印！！！！！ってさっき叫んだわ、この前うちに呼んで料理手伝ってくれたフランス人が何これ？どこで買ったん？欲しい！！！っつってたの全部貝印！！！！！！！！,2,jp,1,0,0
https://bsky.app/profile/fusen8.bsky.social/post/3lmarhyg6w225,"よく無印で買うのおすすめリストに入るシリコンスプーン、それも貝印のSELECT100のこれがめちゃくちゃおすすめなんだよ！！！
平ら！！！！",2,jp,1,1,0
https://bsky.app/profile/fusen8.bsky.social/post/3lmaqsinars25,なお、色々使ってるから言うんですけどフランスである程度手に入りやすいスパークリングワインのストッパーを比べると貝印のこれが一番いいので買える人はこれ買ってフランスに行こうまであります。,2,jp,2,0,0
https://bsky.app/profile/fusen8.bsky.social/post/3lmaqmc6ccs25,電動コルク抜きで改善がされるのであれば買うこともやむなしなんだが、ワインイベントでワインの抜栓どーしてんじゃろ？って見ると昔ながらのこれを使ってるとこしか見ないのでつまりそういうこと……,2,jp,1,0,1
https://bsky.app/profile/fusen8.bsky.social/post/3lmaqb5loo225,ワインが何でも好き～～とかあればまあ楽しみがあるんだろうけど、各種スパークリングワイン（瓶内二次発酵であれば大体よし）と白ワインとロゼとジンくらいしか基本的に飲まないのでワイン好きとは言えん雰囲気あるよな。,2,jp,0,0,2
https://bsky.app/profile/fusen8.bsky.social/post/3lmaogbt2722s,ところで樺太経由のフェリー今も動いてんのこれ？？,2,jp,1,0,0
https://bsky.app/profile/fusen8.bsky.social/post/3lmanrhknbc2s,"びーーるのラベルが大変良くてうっかり買おうとしたんだけど病み上がり（上がってない）なのでもうちょい元気になるまで我慢……したビール。
これは750mlボトルだけど330mlボトルもあるぞ！",2,jp,1,0,0
https://bsky.app/profile/fusen8.bsky.social/post/3lmano3ik3k2s,日本かえりてーーーーーーーーー日本の耳鼻科と内科と婦人科さえここにあればもうちょっとなんとかなんのよなんとか！！！！,2,jp,0,0,1
https://bsky.app/profile/fusen8.bsky.social/post/3lmamhtvccs25,"ちなみにこれ抜け出す方法として近隣の大きめの都市までのヒッチハイクもあるんですけど（やったことある）（やるな）
まあレイプ事件も強盗事件もあるからね、最初から最悪ヒッチハイク……って案が頭の隅に出てくる状況が本当にいやなんだよ。",2,jp,1,0,0
https://bsky.app/profile/fusen8.bsky.social/post/3lmalknmab223,"これフランスの一番嫌いなとこなんよな。
タクシー呼ぶのを検討するやん？タクシーは電話！電話しても今無理！って言われて陸の孤島みたいな農村から自力脱出できなくなんのよな！（BlaBlaCarは朝夕の通勤タイムしか出てないようなとこ）",2,jp,1,0,0
https://bsky.app/profile/fusen8.bsky.social/post/3lljfvvu67k2v,お前の親が日頃体力づくりをしているおかげでお前は恩恵を受けたのだぞ……と念を飛ばしましたねこれは。,2,jp,1,0,0
https://bsky.app/profile/fusen8.bsky.social/post/3lljfqkm3vs2v,"南の方だとホットドッグ！って意味かこれ！
chipolata をtarte をtartine って呼ぶ的なあれか～って納得してたけど調べたｗ",2,jp,1,0,1
https://bsky.app/profile/fusen8.bsky.social/post/3llhdcjkvtc2d,"森が切り開かれ農場が減り宅地開発と商業施設が増えていく図ではあるのだが、これどんな都市部やねん？！ってなりました。
大体2、3番目くらいの様子じゃないフランス。",2,jp,1,0,0
https://bsky.app/profile/fusen8.bsky.social/post/3llhd6ytjck2d,これは日本でもやってそうな、年代ごとの農地の変化のパズル。,2,jp,1,0,0
https://bsky.app/profile/fusen8.bsky.social/post/3llhcxpeg4c2d,"これは搾乳機のデモンストレーション。
見てたら手前の牛がおしっこし始めてみんなでキャーッ？！って言いながら逃げました。",2,jp,1,0,0
https://bsky.app/profile/fusen8.bsky.social/post/3llgdphn7xc2b,"8:55ですがようやく校庭で人数確認してます。
担任の先生にちわーっ！てしたらこれから落ち着いたらトイレ行かせて出発するよ～ん！って言われて9:10って学校出る時間……？って顔してます。",2,jp,1,0,0
https://bsky.app/profile/fusen8.bsky.social/post/3llgdamwra22b,でもそろそろ8:50なんですけど付き添う予定のクラス全然出てこないんだけどほんとこれ合ってます？！,2,jp,1,0,0
https://bsky.app/profile/fusen8.bsky.social/post/3llf3ovfxu22f,"ゴリラ「ちょ、ちょっとさあこれさあ？！」
家族「えっ？」
ゴリラ「ﾋﾟｰｰｰｰ（自主規制）やん！これはさ？！これはだめ！ねえ？！」",2,jp,3,0,0
https://bsky.app/profile/fusen8.bsky.social/post/3llf3kvwnrc2f,これをな,2,jp,1,0,0
https://bsky.app/profile/fusen8.bsky.social/post/3llezbaml5c2f,Pet Nat シャンパン（というか瓶内二次発酵スパークリング）の次に好きなワインなんだけど、これを知れたことはフランスに来て良かったな～～って思う数少ない事柄の一つだったりする。日本で飲んだことない。,2,jp,1,0,0
https://bsky.app/profile/fusen8.bsky.social/post/3llesr53azk2c,ブーランジュリーで日本人女性二人組がいて「これ全部甘いよねしょっぱいのないよね？」って話をしていたので、常連ゴリラはしょっぱいのはこれ！実はこれもしょっぱいよ！と声かけようとしたんだが「結構中国っぽい人多いよね～後ろの人（ゴリラ）とか」って会話してて入りそこなったわｗ,2,jp,3,0,0
https://bsky.app/profile/fusen8.bsky.social/post/3llem4djoj22s,会見で大半の国がフランス語で質問するのにイギリスとアメリカだけ英語で質問してきて、は～～～これだから英語が世界共通語だと思ってるやつらはよ～～～～って顔してます。,2,jp,1,0,0
https://bsky.app/profile/fusen8.bsky.social/post/3llelzi63t22s,🤪←これでやるんだ！,2,jp,1,0,0
https://bsky.app/profile/fusen8.bsky.social/post/3llelwndf6c2s,"なんだこれｗ
（マクドナルドのアイスクリームマシーンが壊れてるとこと壊れてないとこが確認できる、アメリカ、イギリス、ドイツ）",2,jp,1,0,0
https://bsky.app/profile/fusen8.bsky.social/post/3llekweb6uk2s,やべ、今日終わらせようと思ってたことがあと2時間でなんとかなるのかこれは,2,jp,1,0,0
https://bsky.app/profile/fusen8.bsky.social/post/3lle7dd6tjk2s,Sawさんの手がデカいんですかこれは,2,jp,1,0,0
https://bsky.app/profile/fusen8.bsky.social/post/3lle6zc3g2c2s,記事読んでたら最後にこれ出てきて読んでた内容忘れた,2,jp,1,0,0
https://bsky.app/profile/fusen8.bsky.social/post/3lle2ozwtrs2h,何度でも言うが多少マシなsurimiでこれなので…,2,jp,1,0,0
https://bsky.app/profile/gongozgudo.bsky.social/post/3kfieag6zyg2m,ペットは虚無たち(3500体くらい)です！これは実録漫画です！！,0,jp,1,0,0
https://bsky.app/profile/fusen8.bsky.social/post/3lldz6uscus2h,かどまちさんのこれ、ゴリラ認めないから！認めないから！！,2,jp,1,0,0
https://bsky.app/profile/fusen8.bsky.social/post/3lldxirgb6s2h,"スーパー寄ったついでにsurimiコーナー撮ってきた。
この一番上にあるICI PRIX MINIの札がついてるコイツは虚無通り越す味なので試したい人は試してね♡
スーパーのPBもかなり虚無、BREIZHのsurimiは多少マシだが虚無です。
これ買うくらいならエビ食っとけ。おすすめだ。",2,jp,1,0,0
https://bsky.app/profile/fusen8.bsky.social/post/3lldndnbubk2w,今これを見ながらフランスのsurimiについて考えています。,2,jp,1,0,0
https://bsky.app/profile/fusen8.bsky.social/post/3llclhre7hc25,"それでもなんとかなりませんか？！
帰る頃にはもうちょっとフランが流行ってほしいところ……",2,jp,0,1,0
https://bsky.app/profile/fusen8.bsky.social/post/3llclgcz2jc25,ラスコーはそれにしても2とか3とか4とかめちゃくちゃ作ったなぁ感しかない。,2,jp,0,1,0
https://bsky.app/profile/fusen8.bsky.social/post/3llclfgbrjk25,"ラスコーがめちゃくちゃ有名で他が霞むんだけど、フランスは主に南の方に有名な先史時代の洞窟がいくつも見つかってて保護活動されてるんだよね。
ラスコーが最初無防備に人が入りまくって保全に問題が生じた結果、それ以降に見つかったところは即時封鎖して調査と複製の動きがある。
これもそのひとつ。",2,jp,1,1,0
https://bsky.app/profile/fusen8.bsky.social/post/3llc6tbpglc24,これが！ピサンリのサラダのための労力だ！！！,2,jp,1,0,0
https://bsky.app/profile/fusen8.bsky.social/post/3llc4vqpnkk2e,調べたくないことまで調べる仕事ならあれど調べたいことだけでなんとか職に出来んか。,2,jp,0,0,1
https://bsky.app/profile/fusen8.bsky.social/post/3llc4msvons2e,"ついでのついでで気になったワードからたどり着いたの読んでた。
中国系フランス人の知り合いのルーツこれだわ多分。
天安門とかにしては年代が合わんな……ってちょっと引っかかってたんだけど解決したかもしれん。",2,jp,1,0,0
https://bsky.app/profile/fusen8.bsky.social/post/3llc2a33ews2l,"enfants de la Creuse で検索すると色々なページが引っかかるのでひとまず参考にこれをのせておく。
Creuseってのは県の名前。",2,jp,1,0,0
https://bsky.app/profile/fusen8.bsky.social/post/3llbwnu6krk2q,いや、それもあるんだけど言葉にするのが難しいんだけど汚いとこに触ってないよ～みたいな感じ,2,jp,0,1,0
https://bsky.app/profile/fusen8.bsky.social/post/3llbt55xm6c2k,"ひょーーーーっっっこれから食べに行くわ！！！ってなった😭
コンポートとか吸うしかなさそうだね痛み落ち着きますように～！",2,jp,1,0,0
https://bsky.app/profile/fusen8.bsky.social/post/3llbsvdu3uk2k,"ちなみにこの5年ほど（日本の一時帰国除く）ゴリラが世話になってるエノキはこれです。
生のエノキとはもうかなり会えていません……（売ってるけど高いしコンディションが許せないので買ってないだけ）",2,jp,1,0,0
https://bsky.app/profile/fusen8.bsky.social/post/3llbsmu2wcc2k,なんかほんとフランスはキノコは季節の収穫物（マッシュルームとか以外）なので、年中キノコがスーパーに常時4、5種類ある日本ってキノコ大好きな国だと思われてそうだなって……知らんキノコについてこれ日本だとどうやって食べるの？って聞かれて、待って待ってそのキノコ初見だから分からんよ？！ってなる。,2,jp,1,0,0
https://bsky.app/profile/fusen8.bsky.social/post/3llbshrmufs2k,"チェストナッツっていうきのこと仲間？のやつ！
きのこはね…高いんですよ……マッシュルームと椎茸とあとヒラタケは工場的な栽培で安いんだけど、それ以外は完璧に季節物なとこがあって、最近新しく栽培してる他のこういうキノコは大体1kgあたり40とか30€します……",2,jp,0,1,0
https://bsky.app/profile/fusen8.bsky.social/post/3llbscsuh622k,"これは家族に選ばせたパースニップ、3本選んでもらったら会計の時にあら～これ傷あるわ！1本おまけしとくわ～！って追加で1本くれた。
傷っつっても腐ってるとかじゃなくてあるあるな傷だったからいいのになぁ～って思いつつ、毎週買い物来てるので来週もこの分買おう…と心に決めた。",2,jp,2,0,0
https://bsky.app/profile/fusen8.bsky.social/post/3llbs3hfyms2k,"これがトータル18€のキノコじゃ！
#今日のマルシェ",2,jp,1,0,0
https://bsky.app/profile/fusen8.bsky.social/post/3llbrya3lws2k,"いつものマルシェのパン屋さんとキノコ屋さん。
キノコ屋さんの手前のコンテナはエリンギがあったのでゴリラが買い占めて空っぽ。
今日はこのコンテナ縦の長さと同じ大きさのエリンギ採れたんだよ～！って見せてくれて、ちょちょちょ！！次回あったらそれ買うから残しといてぇ？！ってお願いしてしまった。
#今日のマルシェ",2,jp,0,1,0
https://bsky.app/profile/fusen8.bsky.social/post/3llb4fasexc2a,"うまいとかうまくないとか気にせず！
エッ？！てなったらちょっとそれやめてー！って言うタイプなのでどんどん絡んでください！",2,jp,0,1,0
https://bsky.app/profile/fusen8.bsky.social/post/3ll7xxkyp2k2y,"夕飯！
これにリンゴ3種をデザートに出した。
@gohanclub.bsky.social",2,jp,1,0,0
